ate = 0.076771
1305031110.075700 -0.141006 0.016377 -0.002818
1305031110.085700 -0.144898 0.016617 -0.002328
1305031110.095800 -0.148898 0.016794 -0.001773
1305031110.105700 -0.152674 0.016879 -0.001396
1305031110.115700 -0.156470 0.016837 -0.000865
1305031110.125700 -0.160326 0.017049 -0.000654
1305031110.135700 -0.163933 0.016944 -0.000021
1305031110.145800 -0.167464 0.017205 0.000011
1305031110.155700 -0.171042 0.017290 0.000413
1305031110.165700 -0.174719 0.017375 0.000803
1305031110.175700 -0.178377 0.017586 0.001039
1305031110.185800 -0.181928 0.017720 0.001224
1305031110.195700 -0.185261 0.017981 0.001281
1305031110.205700 -0.188722 0.018051 0.001556
1305031110.215800 -0.191930 0.018220 0.001423
1305031110.225800 -0.195123 0.018234 0.001164
1305031110.235700 -0.198457 0.018354 0.001235
1305031110.245700 -0.201668 0.018382 0.001116
1305031110.255700 -0.204860 0.018396 0.000858
1305031110.265800 -0.207971 0.018424 0.000751
1305031110.275700 -0.211247 0.018283 0.000355
1305031110.285800 -0.214557 0.018311 0.000223
1305031110.295800 -0.217751 0.018184 -0.000021
1305031110.305700 -0.220763 0.018212 -0.000115
1305031110.315700 -0.223944 0.018430 -0.000465
1305031110.325700 -0.227442 0.018521 -0.000698
1305031110.335800 -0.230734 0.018535 -0.000969
1305031110.345700 -0.234098 0.018598 -0.001469
1305031110.355700 -0.237479 0.018675 -0.001829
1305031110.365700 -0.241096 0.018640 -0.001921
1305031110.375700 -0.244458 0.018844 -0.002435
1305031110.385700 -0.247947 0.018998 -0.002745
1305031110.395700 -0.251616 0.019139 -0.003220
1305031110.405700 -0.255247 0.019399 -0.003200
1305031110.415700 -0.259105 0.019603 -0.003777
1305031110.425800 -0.262798 0.019975 -0.004063
1305031110.435700 -0.266717 0.020299 -0.004158
1305031110.445700 -0.270511 0.020531 -0.004442
1305031110.455700 -0.274296 0.020826 -0.004804
1305031110.465800 -0.278107 0.021072 -0.004949
1305031110.475700 -0.281703 0.021304 -0.005209
1305031110.485700 -0.285579 0.021522 -0.005645
1305031110.495700 -0.289093 0.021768 -0.005753
1305031110.505700 -0.292778 0.022064 -0.006102
1305031110.515700 -0.296364 0.022359 -0.006439
1305031110.525700 -0.299960 0.022591 -0.006698
1305031110.535700 -0.303577 0.023196 -0.006784
1305031110.545700 -0.307081 0.023505 -0.006969
1305031110.555700 -0.310512 0.023907 -0.006938
1305031110.565700 -0.314016 0.024216 -0.007123
1305031110.575700 -0.317239 0.024681 -0.007145
1305031110.585700 -0.320552 0.025068 -0.007241
1305031110.595700 -0.323860 0.025236 -0.007387
1305031110.605700 -0.327014 0.025503 -0.007953
1305031110.615700 -0.329925 0.025672 -0.008049
1305031110.625700 -0.332810 0.025749 -0.008347
1305031110.635700 -0.335622 0.025918 -0.008430
1305031110.645700 -0.338209 0.025995 -0.008691
1305031110.655700 -0.340688 0.026136 -0.009016
1305031110.666200 -0.343184 0.026290 -0.009202
1305031110.675700 -0.345490 0.026522 -0.009300
1305031110.685700 -0.347714 0.026769 -0.009246
1305031110.695700 -0.349895 0.026909 -0.009534
1305031110.705800 -0.351788 0.026987 -0.009707
1305031110.715700 -0.353763 0.027050 -0.010033
1305031110.725700 -0.355368 0.027064 -0.010093
1305031110.735700 -0.357065 0.027000 -0.010227
1305031110.745700 -0.358652 0.027000 -0.010426
1305031110.755700 -0.359933 0.027063 -0.010665
1305031110.765800 -0.361230 0.027140 -0.010764
1305031110.775800 -0.362404 0.027126 -0.011053
1305031110.785700 -0.363404 0.027203 -0.011115
1305031110.795700 -0.364404 0.027281 -0.011176
1305031110.805700 -0.365198 0.027281 -0.011276
1305031110.815700 -0.365908 0.027436 -0.011238
1305031110.825700 -0.366620 0.027450 -0.011185
1305031110.835700 -0.367015 0.027590 -0.011249
1305031110.845700 -0.367313 0.027590 -0.011286
1305031110.855700 -0.367402 0.027654 -0.011376
1305031110.865700 -0.367393 0.027717 -0.011452
1305031110.875700 -0.367202 0.027794 -0.011365
1305031110.885700 -0.367002 0.027935 -0.011354
1305031110.895700 -0.366512 0.028153 -0.011243
1305031110.905800 -0.366222 0.028231 -0.011143
1305031110.915800 -0.365633 0.028449 -0.011020
1305031110.925700 -0.364954 0.028604 -0.010807
1305031110.935700 -0.363787 0.028837 -0.010470
1305031110.945700 -0.362918 0.029069 -0.010169
1305031110.956700 -0.361644 0.029224 -0.009882
1305031110.965700 -0.360449 0.029506 -0.009761
1305031110.975700 -0.358596 0.029816 -0.009274
1305031110.985700 -0.357032 0.030048 -0.008886
1305031110.995800 -0.355063 0.030203 -0.008512
1305031111.005700 -0.353094 0.030359 -0.008138
1305031111.015700 -0.351036 0.030451 -0.007674
1305031111.025700 -0.348879 0.030542 -0.007198
1305031111.035700 -0.346603 0.030761 -0.006863
1305031111.045800 -0.344292 0.030951 -0.006807
1305031111.055900 -0.341934 0.031184 -0.006321
1305031111.065700 -0.339559 0.031402 -0.005973
1305031111.075700 -0.337012 0.031571 -0.005385
1305031111.085700 -0.334522 0.031635 -0.005150
1305031111.095700 -0.331860 0.031649 -0.004675
1305031111.105700 -0.329063 0.031776 -0.004480
1305031111.115700 -0.326366 0.031762 -0.004284
1305031111.125700 -0.323687 0.031763 -0.003948
1305031111.135700 -0.320748 0.031783 -0.004083
1305031111.145700 -0.317771 0.031784 -0.003709
1305031111.155900 -0.314786 0.031707 -0.003399
1305031111.165800 -0.311495 0.031693 -0.003128
1305031111.175700 -0.308395 0.031461 -0.002930
1305031111.185700 -0.305111 0.031524 -0.002596
1305031111.196000 -0.301813 0.031292 -0.002374
1305031111.205700 -0.298494 0.031327 -0.002319
1305031111.215700 -0.295420 0.031187 -0.001920
1305031111.225700 -0.292535 0.031110 -0.001621
1305031111.235800 -0.289044 0.031096 -0.001326
1305031111.245800 -0.285764 0.030878 -0.000963
1305031111.255700 -0.282149 0.030773 -0.000857
1305031111.265700 -0.278662 0.030477 -0.000533
1305031111.275700 -0.274977 0.030182 -0.000184
1305031111.285700 -0.271282 0.029950 0.000088
1305031111.295700 -0.267793 0.029796 0.000398
1305031111.305700 -0.264241 0.029670 0.001000
1305031111.315700 -0.260686 0.029684 0.001587
1305031111.325700 -0.257005 0.029748 0.001971
1305031111.335700 -0.253361 0.029699 0.002648
1305031111.345700 -0.249573 0.029685 0.002981
1305031111.355700 -0.245777 0.029594 0.003251
1305031111.365700 -0.241884 0.029362 0.003549
1305031111.375700 -0.238135 0.029095 0.004189
1305031111.385700 -0.234224 0.028849 0.004347
1305031111.395700 -0.230546 0.028631 0.004759
1305031111.405700 -0.226976 0.028491 0.005221
1305031111.415700 -0.223015 0.028569 0.005781
1305031111.425700 -0.219048 0.028429 0.006293
1305031111.435700 -0.215081 0.028288 0.006805
1305031111.445700 -0.211104 0.028211 0.007240
1305031111.455700 -0.206814 0.027979 0.007587
1305031111.465800 -0.202553 0.027558 0.008164
1305031111.476000 -0.198144 0.027452 0.008370
1305031111.485700 -0.193962 0.027157 0.008781
1305031111.495700 -0.189556 0.026911 0.009001
1305031111.505700 -0.185267 0.026538 0.009362
1305031111.515700 -0.180761 0.026292 0.009594
1305031111.525700 -0.176346 0.025969 0.009751
1305031111.535700 -0.171777 0.025610 0.010289
1305031111.545800 -0.167153 0.025491 0.010379
1305031111.555900 -0.162648 0.025104 0.010626
1305031111.565700 -0.158059 0.025013 0.010996
1305031111.575800 -0.153372 0.024781 0.011392
1305031111.585700 -0.148891 0.024626 0.011827
1305031111.595700 -0.144511 0.024331 0.012263
1305031111.605700 -0.140021 0.024240 0.012621
1305031111.615700 -0.135639 0.024085 0.013043
1305031111.625800 -0.131162 0.023650 0.013505
1305031111.635700 -0.126368 0.023340 0.013852
1305031111.645700 -0.121634 0.023284 0.013878
1305031111.656500 -0.117155 0.022989 0.014327
1305031111.665700 -0.112466 0.022897 0.014709
1305031111.675700 -0.107949 0.022855 0.014850
1305031111.685700 -0.103405 0.022589 0.015591
1305031111.695700 -0.098950 0.022526 0.016227
1305031111.706000 -0.094477 0.022449 0.016725
1305031111.715700 -0.089897 0.022294 0.017172
1305031111.725700 -0.085031 0.021936 0.017747
1305031111.735700 -0.080441 0.021845 0.018117
1305031111.745700 -0.075453 0.021894 0.018523
1305031111.755700 -0.070889 0.021895 0.019095
1305031111.765800 -0.066418 0.021677 0.019606
1305031111.775700 -0.061725 0.021867 0.019961
1305031111.785800 -0.057388 0.021678 0.020739
1305031111.795800 -0.052960 0.021566 0.021592
1305031111.805700 -0.048522 0.021651 0.021567
1305031111.815700 -0.044077 0.021525 0.022281
1305031111.825700 -0.039682 0.021715 0.022598
1305031111.835700 -0.035343 0.021666 0.023362
1305031111.845800 -0.031036 0.022061 0.023575
1305031111.855800 -0.027003 0.022089 0.024365
1305031111.865700 -0.022815 0.022357 0.024719
1305031111.875700 -0.018619 0.022547 0.025011
1305031111.885700 -0.014580 0.022358 0.025752
1305031111.895700 -0.010772 0.022338 0.026733
1305031111.905700 -0.006560 0.022373 0.026900
1305031111.915700 -0.002373 0.022500 0.027269
1305031111.925700 0.001714 0.022627 0.027625
1305031111.935700 0.005724 0.022248 0.028596
1305031111.945700 0.010047 0.022487 0.028684
1305031111.955700 0.014243 0.022677 0.028977
1305031111.965800 0.018294 0.022692 0.029626
1305031111.975800 0.022349 0.022348 0.030242
1305031111.985700 0.026481 0.022509 0.030242
1305031111.995700 0.030551 0.022783 0.029937
1305031112.005700 0.034380 0.022390 0.030744
1305031112.015700 0.038393 0.022425 0.030885
1305031112.025700 0.042583 0.022053 0.031234
1305031112.035700 0.046598 0.022229 0.031361
1305031112.045800 0.050684 0.022215 0.031732
1305031112.055700 0.054894 0.022109 0.031912
1305031112.065700 0.058995 0.021941 0.032158
1305031112.075700 0.063297 0.021913 0.032413
1305031112.085800 0.067309 0.021807 0.032569
1305031112.095800 0.071185 0.021589 0.033006
1305031112.105800 0.075152 0.021449 0.033518
1305031112.115700 0.079255 0.021421 0.033749
1305031112.125700 0.083340 0.021407 0.034119
1305031112.135700 0.087407 0.021267 0.034644
1305031112.145700 0.091781 0.021190 0.035128
1305031112.155700 0.096074 0.021240 0.035447
1305031112.165700 0.100257 0.021085 0.035844
1305031112.175700 0.104543 0.021212 0.036226
1305031112.185700 0.108966 0.020678 0.037121
1305031112.195700 0.113463 0.020369 0.037430
1305031112.205800 0.117751 0.019996 0.037791
1305031112.215800 0.122372 0.019595 0.037910
1305031112.225700 0.126659 0.019082 0.038285
1305031112.235800 0.131171 0.018617 0.038469
1305031112.245700 0.135458 0.018104 0.038844
1305031112.255700 0.139871 0.017640 0.039015
1305031112.265700 0.144471 0.016972 0.039302
1305031112.275700 0.148678 0.016585 0.039511
1305031112.285700 0.152980 0.015916 0.039760
1305031112.295700 0.157094 0.015311 0.039908
1305031112.305700 0.161120 0.014910 0.039953
1305031112.315700 0.165461 0.014495 0.039895
1305031112.325700 0.169574 0.013890 0.040043
1305031112.335800 0.173456 0.013454 0.040431
1305031112.345800 0.177572 0.012990 0.040565
1305031112.355700 0.181706 0.012652 0.040545
1305031112.365700 0.185481 0.012293 0.040983
1305031112.375700 0.189312 0.012174 0.040974
1305031112.385700 0.193106 0.011942 0.041259
1305031112.395800 0.197036 0.011822 0.041263
1305031112.405700 0.200525 0.011667 0.041573
1305031112.415700 0.204250 0.011766 0.041600
1305031112.425700 0.207961 0.011379 0.041747
1305031112.435700 0.211593 0.011259 0.041713
1305031112.445700 0.215010 0.011153 0.041794
1305031112.455800 0.218499 0.010999 0.042104
1305031112.465700 0.221862 0.011069 0.041803
1305031112.475700 0.225244 0.010992 0.042163
1305031112.485700 0.228391 0.011076 0.041976
1305031112.495800 0.231493 0.010984 0.042160
1305031112.505700 0.234698 0.011315 0.042313
1305031112.515700 0.237420 0.011210 0.042307
1305031112.525700 0.240430 0.011041 0.042415
1305031112.535700 0.243039 0.011231 0.042508
1305031112.545900 0.246132 0.011217 0.042755
1305031112.555700 0.248875 0.011378 0.042581
1305031112.565700 0.251445 0.011315 0.042981
1305031112.575700 0.254200 0.011681 0.042716
1305031112.586000 0.257394 0.011808 0.042961
1305031112.595700 0.260050 0.012040 0.043485
1305031112.605700 0.262641 0.012245 0.043717
1305031112.615700 0.265603 0.012673 0.043401
1305031112.625700 0.268305 0.013082 0.043555
1305031112.635900 0.270645 0.013328 0.044181
1305031112.645800 0.272968 0.013722 0.044146
1305031112.655700 0.275039 0.014159 0.044504
1305031112.665700 0.277134 0.014363 0.044675
1305031112.675800 0.278916 0.014722 0.044933
1305031112.685700 0.280355 0.015046 0.045510
1305031112.695700 0.281932 0.015624 0.045793
1305031112.705700 0.283103 0.016138 0.046102
1305031112.715700 0.284473 0.016792 0.046422
1305031112.725700 0.285204 0.017412 0.047024
1305031112.735700 0.286205 0.017983 0.047879
1305031112.745700 0.287045 0.018666 0.048416
1305031112.755800 0.287272 0.019363 0.049018
1305031112.765700 0.287623 0.019969 0.049430
1305031112.775700 0.287558 0.020448 0.049946
1305031112.785700 0.287307 0.021131 0.050346
1305031112.795700 0.286872 0.021659 0.050596
1305031112.806300 0.286033 0.022264 0.050859
1305031112.815700 0.285310 0.022855 0.050995
1305031112.825700 0.284378 0.023243 0.051196
1305031112.835700 0.283447 0.023771 0.051384
1305031112.845700 0.282201 0.024313 0.051674
1305031112.855900 0.281170 0.024700 0.051863
1305031112.865700 0.279881 0.025348 0.052495
1305031112.875700 0.278649 0.025594 0.052673
1305031112.885700 0.277235 0.025686 0.052702
1305031112.895700 0.275824 0.026059 0.052702
1305031112.905800 0.274318 0.026073 0.052654
1305031112.915700 0.272642 0.026277 0.052352
1305031112.925700 0.270769 0.026480 0.052025
1305031112.935700 0.268560 0.026572 0.051953
1305031112.945700 0.266486 0.026635 0.051615
1305031112.956500 0.264202 0.026494 0.051343
1305031112.965700 0.262173 0.026592 0.050649
1305031112.975700 0.260014 0.026359 0.050187
1305031112.985700 0.257228 0.026304 0.050702
1305031112.995800 0.254934 0.026099 0.050507
1305031113.005700 0.252201 0.026134 0.049803
1305031113.015700 0.249625 0.025775 0.049445
1305031113.025700 0.246865 0.025760 0.048957
1305031113.035700 0.244007 0.025246 0.048436
1305031113.045800 0.240793 0.025125 0.047543
1305031113.055700 0.237710 0.024562 0.047214
1305031113.065700 0.234538 0.024195 0.045994
1305031113.075700 0.231075 0.023618 0.045476
1305031113.085700 0.227786 0.023265 0.044383
1305031113.095700 0.224259 0.022659 0.043572
1305031113.105700 0.220528 0.022271 0.042786
1305031113.115700 0.217149 0.021849 0.042405
1305031113.125700 0.213554 0.021573 0.041338
1305031113.135700 0.210012 0.021122 0.040653
1305031113.145700 0.206563 0.020889 0.040029
1305031113.155700 0.202939 0.020424 0.039192
1305031113.165700 0.199117 0.019959 0.038330
1305031113.175700 0.195556 0.019655 0.036984
1305031113.185700 0.191667 0.018747 0.036660
1305031113.195700 0.187879 0.018254 0.035519
1305031113.205700 0.183777 0.017641 0.035282
1305031113.215900 0.180153 0.017176 0.034445
1305031113.225700 0.175860 0.016486 0.034120
1305031113.235700 0.171751 0.016225 0.033130
1305031113.245700 0.167458 0.015535 0.032805
1305031113.256100 0.163302 0.014958 0.032199
1305031113.265700 0.159147 0.014521 0.031579
1305031113.275700 0.154716 0.013711 0.030748
1305031113.285700 0.149991 0.013182 0.029851
1305031113.295800 0.145731 0.012323 0.029261
1305031113.305800 0.141076 0.011605 0.028607
1305031113.315700 0.136324 0.011028 0.027927
1305031113.325700 0.131165 0.010387 0.027273
1305031113.335700 0.126080 0.009838 0.026835
1305031113.345700 0.120951 0.009254 0.026753
1305031113.356000 0.115632 0.008733 0.026568
1305031113.365700 0.110541 0.008402 0.026178
1305031113.375700 0.105194 0.007692 0.026225
1305031113.385700 0.099767 0.007108 0.026105
1305031113.395800 0.094490 0.006340 0.025593
1305031113.405800 0.089070 0.005679 0.025410
1305031113.415700 0.083568 0.004863 0.025090
1305031113.425700 0.078038 0.003997 0.024986
1305031113.435800 0.072529 0.003399 0.024714
1305031113.445700 0.067111 0.002878 0.024518
1305031113.455700 0.061567 0.002309 0.024525
1305031113.465700 0.056023 0.001739 0.024532
1305031113.475700 0.050534 0.001267 0.024107
1305031113.485700 0.045217 0.000887 0.023908
1305031113.495700 0.039889 0.000303 0.023801
1305031113.505700 0.034499 -0.000168 0.023388
1305031113.515700 0.029262 -0.000675 0.023356
1305031113.525700 0.024179 -0.001083 0.022903
1305031113.535700 0.019062 -0.001190 0.021914
1305031113.545700 0.013670 -0.001935 0.022317
1305031113.555700 0.008624 -0.002231 0.021571
1305031113.565700 0.003496 -0.002674 0.021474
1305031113.575700 -0.001638 -0.002899 0.021426
1305031113.585700 -0.006618 -0.003026 0.020958
1305031113.595700 -0.011356 -0.003119 0.020158
1305031113.605700 -0.016406 -0.003189 0.020248
1305031113.615800 -0.021106 -0.003302 0.019956
1305031113.626100 -0.025733 -0.003190 0.019078
1305031113.635700 -0.030262 -0.003352 0.019028
1305031113.645700 -0.034743 -0.003197 0.018594
1305031113.655700 -0.039101 -0.003275 0.017983
1305031113.665700 -0.043943 -0.003282 0.018021
1305031113.675700 -0.048336 -0.003331 0.017690
1305031113.685700 -0.052746 -0.003367 0.017499
1305031113.696200 -0.057103 -0.003304 0.016874
1305031113.705600 -0.061443 -0.003529 0.016926
1305031113.715700 -0.065634 -0.003164 0.015790
1305031113.725700 -0.069982 -0.003312 0.015905
1305031113.735700 -0.074194 -0.003347 0.015738
1305031113.745800 -0.078316 -0.003445 0.015661
1305031113.755800 -0.082456 -0.003530 0.015723
1305031113.765700 -0.086511 -0.003185 0.015108
1305031113.775700 -0.090643 -0.003347 0.015107
1305031113.785700 -0.094892 -0.003494 0.015234
1305031113.795700 -0.098694 -0.003185 0.015012
1305031113.805700 -0.102930 -0.002988 0.015034
1305031113.815700 -0.107177 -0.002995 0.015147
1305031113.825700 -0.111206 -0.002875 0.015130
1305031113.835700 -0.115445 -0.002959 0.015180
1305031113.845700 -0.119558 -0.002994 0.015026
1305031113.855700 -0.123786 -0.002875 0.014985
1305031113.865700 -0.127913 -0.002614 0.014942
1305031113.875700 -0.132035 -0.002713 0.014865
1305031113.885800 -0.136257 -0.002811 0.014776
1305031113.895700 -0.140465 -0.002565 0.014581
1305031113.905700 -0.144619 -0.002354 0.014755
1305031113.915700 -0.148532 -0.002248 0.014611
1305031113.925700 -0.152769 -0.002192 0.014647
1305031113.935700 -0.157258 -0.001960 0.014275
1305031113.945700 -0.161279 -0.001917 0.014196
1305031113.955700 -0.165589 -0.001812 0.014003
1305031113.965700 -0.169826 -0.001756 0.014039
1305031113.975700 -0.174223 -0.001446 0.013742
1305031113.985700 -0.178552 -0.001467 0.013703
1305031113.995700 -0.182988 -0.001411 0.013714
1305031114.005800 -0.187325 -0.001354 0.013737
1305031114.015700 -0.191562 -0.001298 0.013773
1305031114.025700 -0.195864 -0.001270 0.013517
1305031114.035700 -0.200128 -0.001262 0.013770
1305031114.045700 -0.204438 -0.001157 0.013576
1305031114.055700 -0.208640 -0.001129 0.013333
1305031114.065700 -0.213068 -0.001150 0.013281
1305031114.075700 -0.217496 -0.001171 0.013229
1305031114.085700 -0.221832 -0.001114 0.013253
1305031114.095700 -0.226070 -0.001058 0.013289
1305031114.105700 -0.230399 -0.001079 0.013249
1305031114.115700 -0.234644 -0.000945 0.013348
1305031114.125700 -0.239008 -0.000938 0.013588
1305031114.135700 -0.243144 -0.000740 0.013622
1305031114.145700 -0.247290 -0.000607 0.013733
1305031114.155700 -0.251419 -0.000487 0.013704
1305031114.165700 -0.255448 -0.000367 0.013688
1305031114.175700 -0.259586 -0.000311 0.013736
1305031114.185700 -0.263641 -0.000099 0.013922
1305031114.195700 -0.267797 -0.000029 0.014110
1305031114.205700 -0.271659 0.000401 0.014370
1305031114.215700 -0.275830 0.000627 0.014683
1305031114.225700 -0.279792 0.001056 0.014930
1305031114.235700 -0.283747 0.001268 0.015129
1305031114.245600 -0.287728 0.001571 0.015530
1305031114.255700 -0.291686 0.001642 0.015743
1305031114.265700 -0.295760 0.001727 0.016083
1305031114.275700 -0.299301 0.001924 0.016191
1305031114.286500 -0.303112 0.002037 0.016848
1305031114.295700 -0.306933 0.002220 0.016780
1305031114.305700 -0.310706 0.002587 0.017129
1305031114.315700 -0.314358 0.002580 0.017316
1305031114.325700 -0.318395 0.002777 0.017363
1305031114.335700 -0.321747 0.002911 0.017573
1305031114.345700 -0.325280 0.003031 0.017619
1305031114.355700 -0.328821 0.003228 0.017728
1305031114.365700 -0.332456 0.003207 0.017776
1305031114.375700 -0.335811 0.003060 0.018015
1305031114.385600 -0.339031 0.003025 0.017972
1305031114.395700 -0.342549 0.002990 0.017893
1305031114.405700 -0.345796 0.002905 0.018067
1305031114.415700 -0.349134 0.002744 0.018166
1305031114.425700 -0.352182 0.002660 0.018366
1305031114.435700 -0.355116 0.002421 0.018452
1305031114.445600 -0.358329 0.002167 0.018361
1305031114.455700 -0.361335 0.001977 0.018218
1305031114.465700 -0.364387 0.001612 0.018446
1305031114.475700 -0.367628 0.001310 0.018572
1305031114.485700 -0.370256 0.000993 0.018632
1305031114.495700 -0.373012 0.000487 0.018911
1305031114.505600 -0.375686 -0.000005 0.019342
1305031114.515700 -0.378133 -0.000307 0.019568
1305031114.525700 -0.380473 -0.000687 0.019743
1305031114.535600 -0.382626 -0.001271 0.020034
1305031114.545700 -0.384767 -0.001650 0.020233
1305031114.555700 -0.386709 -0.001889 0.020444
1305031114.565700 -0.388545 -0.002346 0.020619
1305031114.575600 -0.390262 -0.002677 0.020652
1305031114.585700 -0.392114 -0.002979 0.020952
1305031114.595700 -0.393767 -0.003281 0.021277
1305031114.606000 -0.395411 -0.003520 0.021524
1305031114.615700 -0.397153 -0.003759 0.021760
1305031114.625700 -0.398688 -0.003935 0.021944
1305031114.635700 -0.400303 -0.003984 0.021961
1305031114.645600 -0.401748 -0.004223 0.022234
1305031114.655700 -0.403067 -0.004412 0.022303
1305031114.665800 -0.404450 -0.004631 0.022080
1305031114.675700 -0.405786 -0.004806 0.022288
1305031114.685600 -0.406673 -0.005025 0.022128
1305031114.695700 -0.407696 -0.005355 0.022248
1305031114.705700 -0.408556 -0.005524 0.021871
1305031114.715700 -0.409316 -0.005694 0.021506
1305031114.725700 -0.410102 -0.005771 0.021344
1305031114.735700 -0.410563 -0.005800 0.021002
1305031114.745700 -0.411026 -0.005969 0.020675
1305031114.755600 -0.411415 -0.006046 0.020563
1305031114.765700 -0.411596 -0.006061 0.020398
1305031114.775700 -0.411561 -0.006089 0.020119
1305031114.785700 -0.411433 -0.005899 0.019901
1305031114.795600 -0.411215 -0.005773 0.019772
1305031114.805700 -0.410896 -0.005506 0.019641
1305031114.815600 -0.410479 -0.005239 0.019523
1305031114.825700 -0.410051 -0.004908 0.019328
1305031114.835700 -0.409427 -0.004718 0.019172
1305031114.845700 -0.408620 -0.004374 0.019167
1305031114.855700 -0.407605 -0.003966 0.019109
1305031114.865700 -0.406716 -0.003607 0.019256
1305031114.875700 -0.405627 -0.003107 0.019413
1305031114.885700 -0.404546 -0.002530 0.019633
1305031114.895700 -0.403214 -0.001995 0.019459
1305031114.905700 -0.401933 -0.001277 0.019690
1305031114.915700 -0.400455 -0.000700 0.019960
1305031114.925700 -0.398812 0.000046 0.020519
1305031114.935700 -0.397043 0.000842 0.020875
1305031114.945600 -0.395202 0.001588 0.021460
1305031114.955700 -0.393216 0.002369 0.021701
1305031114.965700 -0.391077 0.003116 0.022323
1305031114.975700 -0.388839 0.003862 0.022957
1305031114.985700 -0.386600 0.004609 0.023592
1305031114.995700 -0.384171 0.005433 0.024314
1305031115.005700 -0.381554 0.006193 0.025138
1305031115.015700 -0.379008 0.007003 0.025732
1305031115.025700 -0.376281 0.007827 0.026492
1305031115.035700 -0.373449 0.008433 0.027215
1305031115.045700 -0.370438 0.008912 0.028117
1305031115.055700 -0.367563 0.009279 0.029300
1305031115.065600 -0.364542 0.009822 0.030125
1305031115.075600 -0.361243 0.010238 0.031141
1305031115.085700 -0.357798 0.010830 0.031799
1305031115.095800 -0.354219 0.011260 0.032992
1305031115.105700 -0.350613 0.011740 0.033968
1305031115.115700 -0.346889 0.012205 0.034818
1305031115.125700 -0.343070 0.012389 0.035708
1305031115.135700 -0.339279 0.012523 0.036814
1305031115.145700 -0.335497 0.012595 0.037998
1305031115.155900 -0.331625 0.012603 0.039270
1305031115.165600 -0.327923 0.012801 0.040287
1305031115.175600 -0.323950 0.012951 0.041558
1305031115.186700 -0.319861 0.013085 0.042702
1305031115.195800 -0.315798 0.013171 0.044062
1305031115.205700 -0.311405 0.013088 0.045195
1305031115.215700 -0.307021 0.012941 0.046404
1305031115.225700 -0.302457 0.012809 0.047778
1305031115.235700 -0.297795 0.012536 0.049179
1305031115.245700 -0.293149 0.012418 0.050705
1305031115.255700 -0.288312 0.012378 0.052318
1305031115.265700 -0.283448 0.012386 0.053715
1305031115.275700 -0.278502 0.012409 0.055265
1305031115.285700 -0.273638 0.012417 0.056662
1305031115.295600 -0.268685 0.012362 0.058148
1305031115.305600 -0.263605 0.012357 0.059430
1305031115.315600 -0.258542 0.012365 0.060852
1305031115.325700 -0.253488 0.012451 0.062337
1305031115.335700 -0.248235 0.012537 0.063847
1305031115.345600 -0.243288 0.012700 0.065382
1305031115.355700 -0.238436 0.013145 0.066876
1305031115.365700 -0.233576 0.013513 0.068308
1305031115.375700 -0.228732 0.014035 0.069865
1305031115.385700 -0.223898 0.014494 0.071499
1305031115.395700 -0.218910 0.015051 0.072712
1305031115.405700 -0.214080 0.015229 0.074374
1305031115.415700 -0.208913 0.015659 0.075766
1305031115.425700 -0.203721 0.015998 0.076956
1305031115.435700 -0.198456 0.016288 0.078375
1305031115.445700 -0.193182 0.016641 0.079717
1305031115.455700 -0.187864 0.017029 0.080702
1305031115.465600 -0.182500 0.017319 0.082133
1305031115.475600 -0.177324 0.017813 0.083449
1305031115.485700 -0.171898 0.018123 0.084384
1305031115.495700 -0.166184 0.018370 0.085434
1305031115.505700 -0.160515 0.018716 0.086038
1305031115.515600 -0.154751 0.018780 0.086683
1305031115.525700 -0.148813 0.018935 0.087555
1305031115.535700 -0.143048 0.018999 0.088200
1305031115.545700 -0.137050 0.019035 0.088590
1305031115.555700 -0.131492 0.019176 0.089273
1305031115.565700 -0.125691 0.019352 0.089624
1305031115.575700 -0.120218 0.019198 0.090183
1305031115.585600 -0.114625 0.019310 0.090587
1305031115.595700 -0.109257 0.019374 0.091182
1305031115.605700 -0.103621 0.019381 0.091243
1305031115.615700 -0.097909 0.019621 0.091506
1305031115.625700 -0.092382 0.019564 0.091632
1305031115.635600 -0.086757 0.019367 0.091784
1305031115.645700 -0.081463 0.019339 0.092164
1305031115.655600 -0.075888 0.019599 0.091906
1305031115.665600 -0.070705 0.019367 0.092365
1305031115.675700 -0.065473 0.019452 0.092439
1305031115.685700 -0.060061 0.019550 0.092678
1305031115.695700 -0.054808 0.019902 0.092585
1305031115.705600 -0.049499 0.019719 0.092840
1305031115.715700 -0.044248 0.019930 0.092761
1305031115.725700 -0.039073 0.019775 0.093282
1305031115.735700 -0.033787 0.019958 0.092924
1305031115.745700 -0.028484 0.019993 0.093227
1305031115.755600 -0.023136 0.020063 0.093175
1305031115.765700 -0.017941 0.020035 0.093542
1305031115.775700 -0.013034 0.020071 0.093796
1305031115.785700 -0.007673 0.020485 0.093638
1305031115.795700 -0.002714 0.020345 0.094275
1305031115.805600 0.002206 0.020725 0.094423
1305031115.815600 0.007305 0.020979 0.094750
1305031115.825700 0.012244 0.021485 0.094745
1305031115.835700 0.017000 0.021704 0.095391
1305031115.845700 0.021712 0.022021 0.095592
1305031115.855600 0.026532 0.022401 0.095728
1305031115.865700 0.031079 0.022415 0.096440
1305031115.875600 0.035684 0.022809 0.096691
